id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
8.31315E+17,Stylish 2BR stunner w/ unbeatable location,75104964,Eric,,West Town,41.901983,-87.6805642,Entire home/apt,255,1,123,11-06-2025,5.08,1,172,64,R24000114778
8.31661E+17,"Blueground | Edgewater, gym & lounge, nr red line",107434423,Blueground,,Edgewater,41.9937216,-87.6600059,Entire home/apt,282,32,1,05-08-2023,0.04,594,0,0,
8.32083E+17,King Bed • No Stairs • Ping-Pong • United Center,361997400,Sergii,,Near West Side,41.88219,-87.68172,Entire home/apt,296,2,95,26-05-2025,3.41,12,354,33,R22000095285
8.32509E+17,Quaint Queen Room - Near United Center & Downtown!,495637904,Lydia,,East Garfield Park,41.88600212,-87.70569261,Private room,74,2,30,18-05-2025,1.16,8,313,17,R23000095501
8.32516E+17,Cozy Haven Room - Bedroom Near Downtown!,495637904,Lydia,,East Garfield Park,41.88451146,-87.70698051,Private room,55,2,24,23-05-2025,0.95,8,350,15,R23000095501
8.32521E+17,Vibrant Bohemian Room - Near Downtown Chicago!,495637904,Lydia,,East Garfield Park,41.88461274,-87.70764014,Private room,42,2,19,15-06-2025,0.77,8,348,12,R24000114139
8.32523E+17,Boho Queen Room - Near Downtown and United Center!,495637904,Lydia,,East Garfield Park,41.88683148,-87.70586897,Private room,59,2,25,16-06-2025,0.97,8,329,11,R24000114139
8.32524E+17,Bohemian Retreat Room – Near Downtown & UC!,495637904,Lydia,,East Garfield Park,41.88463641,-87.70708417,Private room,58,2,22,01-06-2025,0.97,8,339,10,R23000095501
8.3253E+17,Cozy Condo - Home away from Home,107953984,Andy,,Woodlawn,41.775624,-87.5958201,Entire home/apt,,32,0,,,2,363,0,
8.32665E+17,Private Chicago getaway,62837251,Jasa,,Morgan Park,41.68759,-87.66674,Entire home/apt,72,1,41,15-06-2025,1.82,1,24,25,R23000106302
8.32707E+17,"Luxe Ranch & Spa,  Euro Opulence, a 4-Season Oasis",289396383,Matthew,,Humboldt Park,41.91290974,-87.72000541,Entire home/apt,273,3,103,04-06-2025,4.27,3,91,68,R24000123712
8.32728E+17,Large private lower level suite,25662899,Missy,,Bridgeport,41.8460281,-87.6560033,Entire home/apt,116,4,19,12-06-2025,0.85,1,79,11,R23000103703
8.3277E+17,The Landing @ South Loop,67561029,Ashley,,Loop,41.8676695,-87.6261192,Entire home/apt,152,1,91,01-06-2025,3.32,1,40,33,R24000113792
8.32777E+17,"Cozy, Quiet, Riverwalk Sanctuary",391884291,Eric,,Bridgeport,41.84725891,-87.6556828,Entire home/apt,181,2,117,26-05-2025,5.09,1,167,59,R23000102558
8.32851E+17,KING bed FREE P-Spot EV EZZY Accessible NO stairs,361997400,Sergii,,Near West Side,41.88169,-87.68171,Entire home/apt,434,2,138,23-05-2025,4.97,12,356,53,R23000098648
8.33285E+17,Spacious 8 BDR + 2 Kitchens + Garage! Sleeps 16!,502463353,Orit,,Avondale,41.9386314,-87.7025105,Entire home/apt,460,3,59,05-06-2025,2.11,1,163,27,R24000114426
8.34289E+17,Sensational Retreat/Ideal for longer stays.,493652748,Andre,,West Englewood,41.7857763,-87.6677831,Entire home/apt,262,1,72,01-06-2025,2.61,1,336,20,R23000098370
8.34626E+17,The Annex,427918634,Josh,,West Town,41.89484,-87.66035,Entire home/apt,199,1,15,18-05-2025,0.66,1,240,8,R23000105185
8.34736E+17,Entire garden unit,105709496,Anna,,West Town,41.89642661,-87.67453068,Entire home/apt,,1,49,18-03-2024,1.79,2,0,0,R23000098249
8.3485E+17,Chatham Beauty,502782253,Armando,,Roseland,41.7289475,-87.6220356,Entire home/apt,211,2,36,09-06-2025,1.34,1,153,18,R23000097957
8.34955E+17,"Beautiful 3 bed 2 bath in Avondale, Logan Square",48776321,James,,Logan Square,41.93168275,-87.71673094,Entire home/apt,,2,104,15-06-2025,3.73,3,313,43,R22000094634
8.34985E+17,Large Chic 2BD/2BA Condo - Free Parking!,217496099,Majed,,Near North Side,41.89430896,-87.63463774,Entire home/apt,305,3,127,15-06-2025,4.72,2,277,60,R23000112518
8.35411E+17,Swanky West Loop Penthouse,8048267,Jamal,,Near West Side,41.8819315,-87.6527984,Entire home/apt,246,10,9,10-11-2024,0.4,1,166,5,R25000129993
8.35622E+17,Cozy 3 bedroom Apartment - Chicago /O'hare,465359046,Mary,,Norwood Park,41.97647165,-87.83451742,Entire home/apt,180,2,55,09-06-2025,2.13,1,192,23,R23000099177
8.35724E+17,"Dtown Penthouse 11+Parking, Gym, Pvt Patio, Pool",98193524,Jeremy,,Loop,41.87301,-87.62656,Entire home/apt,682,5,73,11-06-2025,2.65,39,29,27,R23000096781
8.36108E+17,"Garden Apartment in
Gated Home",44427387,Gleatha,,Oakland,41.82346543,-87.60626149,Entire home/apt,127,2,35,02-06-2025,1.32,2,332,19,R21000072399
8.36113E+17,"DTown Penthouse 2bd +Parking, Gym, Pvt Patio, Pool",98193524,Jeremy,,Loop,41.87263411,-87.62598005,Entire home/apt,500,5,75,03-06-2025,2.72,39,37,29,R23000096782
8.36121E+17,DTown Penthouse - 4bd/4ba (+Parking + Gym + Pool),98193524,Jeremy,,Loop,41.87293,-87.62622,Entire home/apt,1205,4,15,25-04-2025,0.58,39,101,5,R23000096781
8.36366E+17,Comfy 4 bedroom family home,193776367,Joyce,,Washington Heights,41.72179573,-87.65990309,Entire home/apt,177,2,9,03-05-2025,0.33,2,316,5,R23000098422
8.36499E+17,Beautiful Bronzeville Home with Gym & Yard,474685383,Derrick,,Douglas,41.83346,-87.61772,Entire home/apt,,2,18,25-02-2024,0.65,2,72,0,R23000098222
8.36782E+17,"50th Floor Mag Mile VIEWS, Balcony, Pool, Gym",22796024,James,,Near North Side,41.8919196,-87.6290468,Entire home/apt,220,4,48,14-06-2025,1.73,11,322,23,2210737
8.36888E+17,Logan Square Cozy 2BR Basement Apartment,241934753,Forest,,Logan Square,41.9290524,-87.6945362,Entire home/apt,156,3,100,16-06-2025,3.61,1,230,42,R23000098247
8.3699E+17,Cozy Pilsen Depa,70364892,Sylvia,,Lower West Side,41.85619696,-87.66271301,Entire home/apt,192,2,36,02-06-2025,1.42,2,171,16,R23000098898
8.37055E+17,The Professional's Playground (2BD / 2BA),1118796,Stephanie,,Near South Side,41.86428,-87.62277,Entire home/apt,279,6,84,01-06-2025,3.04,25,215,36,R23000097954
8.3712E+17,The Executive's Escape (2BD / 2BA),1118796,Stephanie,,Near South Side,41.864545,-87.62470978,Entire home/apt,295,6,97,03-06-2025,3.54,25,221,35,R23000097953
8.3713E+17,Creative Oasis in the City,21336247,Cara,,Albany Park,41.9622475,-87.7036943,Entire home/apt,293,2,24,01-06-2025,0.95,2,139,14,R23000099316
8.37172E+17,Serene Urban House next to Transit w Garage,15105520,Tian,,East Garfield Park,41.8831625,-87.6947563,Entire home/apt,457,2,75,08-06-2025,2.71,5,135,33,R23000096619
8.37651E+17,Sonder Market Hall | 1BR Apartment w/ City View,435105119,Sonder (Chicago),,Near West Side,41.88380748,-87.66276862,Entire home/apt,280,1,48,08-05-2025,1.99,24,294,32,2881881
8.37654E+17,Sonder Market Hall | King Studio w/ City View,435105119,Sonder (Chicago),,Near West Side,41.8835,-87.6639,Entire home/apt,302,1,494,02-06-2025,17.96,24,341,244,2881881
8.3766E+17,Sonder Market Hall | King Studio Apartment,435105119,Sonder (Chicago),,Near West Side,41.88515834,-87.66426026,Entire home/apt,246,1,325,02-06-2025,11.66,24,338,158,2881881
8.37797E+17,3 Beds | 2 Bath | Spacious & Cozy Duplex Apartment,46429099,Sezgin,,Albany Park,41.9714841,-87.7130659,Entire home/apt,348,2,19,27-12-2023,0.72,11,270,0,R21000070481
8.38126E+17,"Blueground | Lakeview, pool & gym, nr Lincoln Park",107434423,Blueground,,Lake View,41.945173,-87.641759,Entire home/apt,333,32,0,,,594,2,0,
8.38238E+17,50th Floor Mag Mile Studio,22796024,James,,Near North Side,41.8919196,-87.6290468,Entire home/apt,216,4,101,08-06-2025,3.74,11,274,37,2210737
8.3869E+17,Modern Cozy Top Floor Duplex near Wrigley,732200,Florin,,Lake View,41.93788423,-87.66723115,Entire home/apt,249,2,33,30-06-2024,1.19,5,69,2,R23000097375
8.38843E+17,The Roscoe Village Guesthouse,9959757,Jedidiah,,North Center,41.94182,-87.67927,Entire home/apt,207,2,88,13-06-2025,3.41,9,257,47,R21000070279
8.39202E+17,LUX M-Tier Corner 1BR + King Bed,484957190,Andrew J,,Loop,41.88654839,-87.62582852,Entire home/apt,146,32,1,31-10-2024,0.13,17,343,1,
8.39219E+17,LUX HIGH FLOOR 1br Queen + Beautiful Night Views!,484957190,Andrew J,,Loop,41.88739,-87.62388,Entire home/apt,158,32,0,,,17,257,0,
8.39669E+17,Corner 3 Bed off the Mag Mile,396270947,Jennifer,,Near North Side,41.89019,-87.62284,Entire home/apt,893,32,1,05-08-2023,0.04,33,0,0,
8.39703E+17,Gorgeous 1 Bedroom by the Lake,396270947,Jennifer,,Near North Side,41.89154,-87.61649,Entire home/apt,,32,8,31-05-2025,0.32,33,256,7,
8.39711E+17,Corner 2 Bed with Lake Views,396270947,Jennifer,,Near North Side,41.89124,-87.61814,Entire home/apt,,32,7,31-05-2025,0.4,33,300,3,
8.39726E+17,Chateau de Woodlawn Room I - La Tour Eiffel Room,372044115,Tracye,,Woodlawn,41.77458932,-87.61117444,Private room,80,2,21,30-09-2024,0.77,6,298,1,R22000088671
8.39772E+17,2nd floor flat unit!,105709496,Anna,,West Town,41.89815325,-87.67669661,Entire home/apt,,1,5,23-11-2023,0.23,2,0,0,R23000098249
8.39844E+17,Gorgeous 1 Bed in heart of Streeterville,396270947,Jennifer,,Near North Side,41.89303,-87.62019,Entire home/apt,364,32,0,,,33,243,0,
8.39865E+17,Family Style Chicago,449465361,Joe,,Irving Park,41.9464895,-87.7290835,Entire home/apt,482,3,2,01-12-2024,0.24,1,258,2,R24000116170
8.39895E+17,Garden unit in my Home: 1 bdr & private bath,503853645,Olivia,,Belmont Cragin,41.9215553,-87.7447439,Private room,68,2,27,20-10-2024,1,1,194,7,R23000097420
8.39897E+17,Luxury 1 Bedroom on the Mag Mile,396270947,Jennifer,,Loop,41.88528449,-87.62435038,Entire home/apt,199,32,0,,,33,251,0,
8.40428E+17,Gorgeous Jr 1 Bed in River North,396270947,Jennifer,,Near North Side,41.89541508,-87.629587,Entire home/apt,,32,0,,,33,310,0,
8.40437E+17,Luxury 1 Bed with Skyline Views,396270947,Jennifer,,Near North Side,41.89727,-87.62985,Entire home/apt,,32,0,,,33,319,0,
8.40549E+17,Charming and Cozy 2bd Apartment!,25320970,Kimberly,,Lake View,41.95656055,-87.66802479,Entire home/apt,282,2,37,15-06-2025,1.41,2,238,23,R23000104262
8.4058E+17,River North 1 Bed by the Mart,396270947,Jennifer,,Near North Side,41.89129996,-87.63651268,Entire home/apt,240,32,0,,,33,292,0,
8.40682E+17,Andersonville Bicycle Studio,469157297,Tim,,Edgewater,41.97964287,-87.67338149,Entire home/apt,143,2,95,16-06-2025,3.47,1,176,39,R24000113388
8.40709E+17,Group-Friendly 5BR Suite Near McCormick |Sleeps 12,395498979,Milan,,Near South Side,41.854136,-87.62544574,Entire home/apt,613,2,50,29-05-2025,1.84,79,320,21,2792126
8.40715E+17,Luxurious 5BR Suite Near McCormick w/ Pool Table,395498979,Milan,,Near South Side,41.85379,-87.62487,Entire home/apt,510,2,56,02-06-2025,2.21,79,322,20,2792126
8.40721E+17,Massive Luxury 5BR Loft Near McCormick | 12 Guests,395498979,Milan,,Near South Side,41.85405,-87.62321,Entire home/apt,544,2,53,21-05-2025,1.98,79,337,28,2792126
8.4073E+17,Spacious 6BR South Loop Suite Near McCormick Place,395498979,Milan,,Near South Side,41.85587,-87.62513,Entire home/apt,661,2,51,26-05-2025,1.91,79,330,25,2792126
8.40885E+17,Beautiful 4 bedroom 2 Bath 15 minutes to Downtown,185376616,Terrance,,Auburn Gresham,41.73891,-87.6393,Entire home/apt,248,2,19,01-06-2025,0.83,2,62,8,R24000114150
8.40887E+17,"Downtown Chicago - Spa Bath, Patio, 3 blocks to L",504080250,Thomas,,West Town,41.896848,-87.6641194,Entire home/apt,203,2,145,12-06-2025,5.24,5,231,64,R23000095597
8.41276E+17,Bungalow suite,2308296,Monica,,Albany Park,41.96141377,-87.71171025,Entire home/apt,104,3,42,19-05-2025,1.54,1,26,14,R22000090509
8.41457E+17,3 Bedroom luxury Apartment w/ 2 baths,250583827,Quan,,Uptown,41.96991,-87.67076,Entire home/apt,188,1,68,08-06-2025,2.57,1,291,41,R23000097270
8.4147E+17,Chateau de Woodlawn - Room II - La Parisienne!,372044115,Tracye,,Woodlawn,41.77590966,-87.6128437,Private room,80,2,24,15-10-2024,0.91,6,293,7,R22000088671
8.41471E+17,NEW Jr 1br: High Floor + Balcony,484957190,Andrew J,,Loop,41.88699944,-87.61912554,Entire home/apt,140,32,0,,,17,357,0,
8.41495E+17,2 Brm Top floor Sunset & Park views Lincoln Square,504220633,James,,Lincoln Square,41.97128,-87.70191,Entire home/apt,191,32,5,10-03-2025,0.2,2,348,1,
8.41555E+17,Beautiful 2 bedroom Portage Park,504233823,Andrea&Marcos,,Portage Park,41.9593606,-87.7640152,Private room,149,32,18,04-11-2023,0.69,1,179,0,
8.41653E+17,Chateau de Woodlawn-Room III - The Dream Catcher,372044115,Tracye,,Woodlawn,41.77545,-87.61319,Private room,63,2,26,02-10-2024,0.96,6,287,5,R22000088671
8.41936E+17,"The Logandale: HUGE Mid-Century Home, sleeps 15",192320337,Danny,,Avondale,41.9350714,-87.7159068,Entire home/apt,121,1,118,15-06-2025,4.29,1,194,48,R22000093640
8.42194E+17,Lakeshore East LUX King Corner 1br + Balcony!,484957190,Andrew J,,Loop,41.88706,-87.61919,Entire home/apt,171,32,0,,,17,359,0,
8.422E+17,River North Views w Balcony!,484957190,Andrew J,,Near North Side,41.89781,-87.63273,Entire home/apt,189,32,0,,,17,303,0,
8.42203E+17,The Michigan Suite | 6BR Luxury Loft in South Loop,395498979,Milan,,Near South Side,41.85388566,-87.62335772,Entire home/apt,790,2,46,12-05-2025,1.7,79,321,21,2792126
8.42222E+17,Downtown 1br Cute and Fun,33127842,Kari,,Loop,41.88798,-87.6261,Entire home/apt,225,32,3,03-08-2024,0.14,17,146,1,
8.42311E+17,3BR Groovy Comfy Throwback on Talman,1597452,Francine,,West Ridge,41.98733,-87.69643,Entire home/apt,196,2,47,26-05-2025,1.79,1,249,18,R24000113350
8.4274E+17,Penthouse Suite - 5 min from University of Chicago,413889297,Nina,,Washington Park,41.785229,-87.6241739,Entire home/apt,160,32,3,26-10-2023,0.12,2,47,0,
8.4275E+17,Logan Square Duplex 4BR / 2BTH Permitted Parking,68896330,Alejandro,,Logan Square,41.9184266,-87.7124331,Entire home/apt,222,2,64,12-06-2025,2.42,1,316,29,R23000096775
8.42773E+17,Contemporary Oasis: A Modern Apartment,413889297,Nina,,Washington Park,41.785229,-87.6241739,Entire home/apt,130,32,4,19-08-2024,0.17,2,77,2,
8.42817E+17,Your Perfect Spot :)-With Memory Foam Mattress!,215725404,Jesimiel,,Bridgeport,41.82827911,-87.64237581,Entire home/apt,128,1,67,18-05-2025,2.53,1,30,28,R23000100200
8.4288E+17,Beautiful apt close to O’hare,1329774,Lauren,,Albany Park,41.96827,-87.74547,Entire home/apt,131,32,0,,,1,362,0,
8.42981E+17,Comfortable and Cozy Apartment,413790765,Carlos,,Archer Heights,41.80989135,-87.72299679,Entire home/apt,95,2,85,15-06-2025,3.74,1,188,54,R23000106118
8.43029E+17,"Clean,comfy great 4 corporate",31669178,Donna,,Hegewisch,41.6585199,-87.5461816,Entire home/apt,129,32,2,24-09-2023,0.08,5,345,0,R18000024333
8.4336E+17,Wonderful Stay in a Bungalow,6617501,Langley,,South Shore,41.75657,-87.58315,Private room,,1,2,28-03-2025,0.2,5,259,2,R23000100999
8.43364E+17,Simple stay in modern room,6617501,Langley,,South Shore,41.75444937,-87.58490524,Private room,28,3,4,12-09-2024,0.14,5,234,3,R23000100999
8.43367E+17,Cozy South Shore Room,6617501,Langley,,South Shore,41.7545775,-87.58358313,Private room,26,3,7,29-08-2024,0.26,5,194,4,R23000100999
8.43615E+17,Bronzeville Charming Apt,23197213,Doral,,Grand Boulevard,41.8126219,-87.6124125,Entire home/apt,120,2,5,15-03-2025,0.51,2,303,5,R24000121104
8.43663E+17,Logan Sq/Avondale luxury  chic Townhome.,504669082,Rafal,,Avondale,41.93298115,-87.70315607,Entire home/apt,,4,20,08-06-2025,1.73,1,150,20,R23000097264
8.43718E+17,Comfortable Room in Wicker Park,490523399,Celia,,West Town,41.90634,-87.66666,Private room,109,1,22,14-06-2025,0.88,6,167,4,2948170
8.43718E+17,Cozy Room 5 in Wicker Park - 1 Block from Subway,490523399,Celia,,West Town,41.90697833,-87.66800586,Private room,118,1,27,17-05-2025,1.08,6,320,21,2948170
8.43723E+17,Casa La Tosca,321927178,Stephanie,,North Lawndale,41.85555,-87.7021,Entire home/apt,108,32,22,29-01-2024,0.8,1,183,0,
8.43787E+17,3 BR Guest Suite In Woodlawn,351514303,Medina,,Woodlawn,41.77878179,-87.60174675,Entire home/apt,225,3,1,02-06-2024,0.08,1,357,0,R23000106735
8.4384E+17,Meow,116130012,Alexis,,West Englewood,41.78701821,-87.6627743,Private room,39,32,1,12-10-2024,0.12,7,364,1,
8.44181E+17,Heaven in Chicago,434134320,David,,Near North Side,41.90319177,-87.63392028,Entire home/apt,103,90,0,,,1,194,0,
8.442E+17,Chicago getaway for two!,504767455,Gladys Veronica,,Jefferson Park,41.96956638,-87.78071563,Entire home/apt,68,1,141,07-06-2025,5.16,1,264,66,R23000098768
8.44342E+17,Greystone Haven & Suite -  Lux & Lush in Logan,16027807,Miriam,,Logan Square,41.92409,-87.71307,Entire home/apt,376,2,16,02-09-2024,0.59,3,106,2,R21000075738
8.4563E+17,Loft Gallery,371446696,Keanna,,Near West Side,41.87852,-87.66698,Entire home/apt,299,32,1,04-06-2023,0.04,1,89,0,R19000044500
8.45799E+17,Lakeview Lux | 20min to Wrigley | Free Parking,332329168,Spencer,,Lake View,41.95694,-87.66865,Entire home/apt,1126,2,58,18-05-2025,2.11,1,259,32,R22000095192
8.46216E+17,Large 4 Bed Apt in Rogers Park!,415235990,Jennifer,,Rogers Park,42.01007706,-87.67903593,Entire home/apt,255,2,43,08-06-2025,1.68,1,329,24,R22000095276
8.46284E+17,Elegant Modern-Luxury Condo in Popular West Town,88547320,Laura,,West Town,41.89283382,-87.67774892,Entire home/apt,161,1,166,09-06-2025,6.12,12,289,69,R25000126331
8.46322E+17,Two-story Gold Coast loft,31699214,Stephanie,,Near North Side,41.91038,-87.63206,Entire home/apt,239,32,7,25-05-2025,0.31,6,312,2,
8.47107E+17,Your Oasis of Elegance in Greater Grand Crossing,229911516,Shyla,,Greater Grand Crossing,41.75196191,-87.6071082,Entire home/apt,,31,12,23-10-2023,0.48,1,0,0,R23000097658
8.47193E+17,E-Suite High Floor: River North 1BR + Balcony,484957190,Andrew J,,Near North Side,41.89571507,-87.6316185,Entire home/apt,169,32,0,,,17,353,0,
8.47239E+17,May: Private Loft Apartment - 15 Min from Downtown,134446004,Ibi,,Englewood,41.79220679,-87.65266024,Entire home/apt,162,32,1,05-10-2024,0.12,4,316,1,
8.4737E+17,Convenient stay for Work or Play.,20202985,Ammiel,,South Chicago,41.75154954,-87.57696664,Private room,113,1,6,18-03-2024,0.3,1,155,0,R23000098903
8.47394E+17,Cozy Irving Park 5BR Home - by O'Hare & Downtown,157235585,Abia,,Irving Park,41.9454,-87.73423,Entire home/apt,509,2,7,15-12-2024,0.3,9,71,2,R23000096188
8.47587E+17,"Blueground | Gold Coast, doorman & gym, near L",107434423,Blueground,,Near North Side,41.9080259,-87.6263896,Entire home/apt,272,32,0,,,594,278,0,
8.47825E+17,Condo Near Downtown Chicago,145839626,Cristina,,East Garfield Park,41.8822197,-87.6949702,Entire home/apt,226,3,45,01-06-2025,2.31,2,301,30,R23000109204
8.4783E+17,Cozy Stay Chicago,418273985,Victor,,Bridgeport,41.84188,-87.65866,Entire home/apt,52,32,3,31-07-2024,0.16,2,185,1,
8.48179E+17,Spacious 2BR Group Stay near McCormick & Wintrust,395498979,Milan,,Near South Side,41.85351893,-87.62548245,Entire home/apt,226,2,51,28-05-2025,1.9,79,356,25,2792126
8.48326E+17,"Blueground | Streeterville, pool, nr Navy Pier",107434423,Blueground,,Near North Side,41.8925035,-87.6162826,Entire home/apt,251,32,2,16-05-2024,0.09,594,305,0,
8.48528E+17,"Elegant Condo-Steps from Wrigley Field, 32+ Nights",439898552,Don,,Lake View,41.95144,-87.65593,Entire home/apt,191,32,68,24-04-2025,2.52,1,294,25,R24000113829
8.48587E+17,Level- A Dream Extended Stay One Bedroom Suite,177188450,Level,,Near North Side,41.8913478,-87.6373584,Entire home/apt,300,32,1,09-07-2024,0.09,59,310,1,
8.4866E+17,Bright & Spacious West Town Loft,24368946,Andrew,,West Town,41.89288,-87.68168,Entire home/apt,69,2,23,17-03-2024,0.86,1,166,0,R23000097380
8.48686E+17,Jarvis Gardens - 1BR/BEACH/Wine patio/fire pit,27192477,Joselito,,Rogers Park,42.01550579,-87.66695115,Entire home/apt,185,3,60,09-06-2025,2.31,1,318,26,R25000126481
8.48698E+17,Modern Chicago Movie Themed Apt,12266364,Darin,,West Town,41.88982884,-87.68325642,Entire home/apt,156,2,138,06-06-2025,5.56,3,173,67,R20000059995
8.48783E+17,Bunk Bed Room by Downtown,490523399,Celia,,West Town,41.90690578,-87.66795048,Private room,99,1,6,05-03-2025,0.25,6,161,3,2948170
8.48824E+17,Spacious 4BR/2BA – Private Sun Deck In Chicago,235678953,Patty,,Edgewater,41.99412,-87.66095,Entire home/apt,317,2,105,07-06-2025,3.96,26,325,40,R25000125038
8.48983E+17,"Blueground | Edgewater, gym, deck & lounge, nr L",107434423,Blueground,,Edgewater,41.9839704,-87.655453,Entire home/apt,201,32,1,03-06-2023,0.04,594,188,0,
8.49581E+17,Duplex Retreat near Loyola Park - 2BR/1.5BA Haven,96730613,Demitri,,Rogers Park,42.0127382,-87.681751,Entire home/apt,131,2,61,26-05-2025,2.29,24,232,29,R23000098641
8.49587E+17,Lakeside Spacious Serenity:1BR|1BA near LoyolaPark,96730613,Demitri,,Rogers Park,42.0157737,-87.6646752,Entire home/apt,118,2,37,01-06-2025,1.42,24,261,17,R23000110599
8.49901E+17,Lux 3br 2bth steps from lake,101400847,Andrea,,Uptown,41.9554629,-87.6468967,Entire home/apt,325,32,3,30-09-2024,0.15,1,288,1,
8.49968E+17,"Affordable, Cool Artist Studio",16864751,Douglas,,Logan Square,41.91438785,-87.68799316,Entire home/apt,,3,67,26-05-2025,3,1,1,31,R23000098833
8.50227E+17,As Seen on TV: Safest Area Lincoln Park Duplex,107247233,Andrew,,Lincoln Park,41.93178676,-87.65362064,Entire home/apt,465,2,62,26-05-2025,2.33,1,307,32,R23000099771
8.50279E+17,Live with locals! Perfect for extended stays!,23893046,Kory,,Edgewater,41.98031,-87.67237,Private room,618,28,8,02-06-2025,0.4,2,291,2,R23000099175
8.50894E+17,Home in Chicago's South Shore,394699192,Gina,,South Shore,41.77195,-87.5709,Entire home/apt,182,2,19,08-06-2025,1.21,1,137,15,R23000112238
8.51445E+17,4 BR Duplex Near 606 with Garage,87355152,Dario,,Humboldt Park,41.91158,-87.70685,Entire home/apt,,2,52,05-06-2025,1.94,4,0,18,R21000073639
8.52115E+17,"A quick drive to Navy Pier! Pool, Parking Onsite!",174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,268,2,197,25-05-2025,7.37,9,173,133,2205605
8.52123E+17,Just a short walk from Magnificent Mile! Pool!,174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,292,2,76,02-01-2025,3.11,9,159,36,2205605
8.52123E+17,"2 Spacious Units Close to Navy Pier! Pool, Parking",174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,584,2,8,02-09-2024,0.38,9,159,1,2205605
8.52123E+17,"2 Convenient Units, Close to Wrigley Field! Pool!",174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,584,2,28,10-05-2025,1.09,9,159,12,2205605
8.52124E+17,Your Chicago Adventure Starts Here! 3 Units! Pool!,174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,876,2,1,18-08-2024,0.1,9,159,1,2205605
8.52125E+17,Unwind in River North! 3 Family-friendly Units!,174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,876,2,20,27-04-2025,0.82,9,159,10,2205605
8.52129E+17,4 Kid-friendly Units Near Shedd Aquarium! Parking!,174792040,RoomPicks By Victoria,,Near North Side,41.89211,-87.63203,Hotel room,1168,2,2,27-01-2024,0.1,9,159,0,2205605
8.52322E+17,Luxury Apartment near many Chicago Landmarks,281801607,Eddie,,Grand Boulevard,41.80537,-87.61957,Entire home/apt,,32,18,26-11-2023,0.69,1,86,0,
8.52324E+17,HUGE Hyde Park Modern Duplex,506477566,Bee,,Grand Boulevard,41.80751,-87.611766,Entire home/apt,,2,41,15-06-2025,1.65,1,144,21,R23000101479
8.52899E+17,Level Old Town - Deluxe Studio,188365982,Level,,Near North Side,41.9032387,-87.6348633,Entire home/apt,313,32,0,,,23,305,0,
8.53488E+17,The Maplewood,80675231,Sarah,,Lincoln Square,41.96666116,-87.69387925,Entire home/apt,90,32,0,,,1,34,0,
8.5354E+17,Lakeview Condo,243129058,Jessica,,Lake View,41.93703,-87.66685,Entire home/apt,139,1,66,12-06-2025,2.68,3,131,34,R23000102857
8.53599E+17,Toca Bella ~ 7mins to Downtown,506739617,Bosede,,Grand Boulevard,41.8202933,-87.61059067,Entire home/apt,138,1,35,26-05-2025,1.4,1,345,20,R24000113761
8.53611E+17,Room 5Min Walk to Blue Lin/RM 5,102750577,Jane,,Irving Park,41.94665194,-87.71259679,Private room,39,1,66,01-06-2025,2.45,5,286,30,R21000073218
8.53848E+17,Modern MAG Mile 2BD/2BA (+Parking/Rooftop),212313279,Nicole And Matt,,Near North Side,41.89956,-87.62189,Entire home/apt,440,2,124,31-05-2025,4.61,14,53,61,R23000098767
8.54223E+17,The Brew House,416916338,Phyllis,,Roseland,41.7164528,-87.6191971,Entire home/apt,199,2,19,01-06-2025,0.75,1,262,12,R23000100842
8.54333E+17,Cozy Logan Square - Baby Friendly,12271021,Kayla,,Logan Square,41.91770594,-87.70277843,Entire home/apt,170,2,11,26-05-2025,0.44,1,195,6,R23000101516
8.54534E+17,City Villa Sleeps 10-20 Free Parking & TV,5911294,William,,Lake View,41.9392428,-87.6422525,Entire home/apt,309,2,38,08-06-2025,1.5,5,288,22,R24000118309
8.5458E+17,Awesome LUX 1BR Michigan Ave!,33127842,Kari,,Loop,41.88745,-87.62454,Entire home/apt,,32,1,08-01-2024,0.06,17,159,0,
8.54839E+17,Green House on Green St 25mins to DT Water Tower,193553300,Maurice,,Auburn Gresham,41.75325301,-87.64438419,Entire home/apt,166,2,69,01-06-2025,2.56,1,326,26,R23000109582
8.55057E+17,Modern apartment in Lakeview,33064281,Milen,,Lake View,41.9551526,-87.6694809,Entire home/apt,186,1,63,15-06-2025,2.36,3,7,26,R23000098905
8.551E+17,Lincoln Square Coach House,19329388,Jacques,,Lincoln Square,41.9639506,-87.6826421,Entire home/apt,261,2,22,16-06-2025,1.84,1,185,22,R24000115639
8.55179E+17,Cozy apartment in Lake View,33064281,Milen,,Lake View,41.95582331,-87.66843233,Entire home/apt,147,1,73,14-06-2025,2.74,3,7,37,R23000098905
